Accession	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
MI0017426	0.6570688	0.4214164	0.230645	0.5982734	1.212305	0.8779433	0.3920534	0.2964472	0.4011125	0.598709	0.3553534	1.108552
MI0017427	0.2938868	0.3572501	0.3399271	0.6522337	0.8977056	0.8422954	0.9321558	0.2985536	0.3146051	0.598709	0.4547717	1.184862
MI0017428	0.6158516	0.4429167	0.4644586	0.8721493	1.282928	0.634261	0.9418623	0.3778291	0.8040674	0.5783275	0.4777207	0.5711194
MI0017429	0.9404469	0.6069874	0.5624035	1.177743	0.8115638	1.006229	0.9427705	0.5458153	0.8049755	0.4881299	0.1524621	0.5733705
MI0017430	0.8615406	0.7339934	0.6082392	0.9713833	0.9998143	0.2684282	1.324712	-0.1329606	0.3162312	0.7460414	0.9454421	0.7250547
MI0017431	0.4856184	0.3260773	0.3964486	0.8968331	1.013826	0.2636375	1.087984	0.3510828	0.3953508	0.7937343	0.6934891	0.7494357
MI0017432	0.122161	0.6025785	0.3474946	0.9165751	0.9759802	0.4414025	0.5083033	0.2944835	0.5637127	0.5651159	0.6099787	0.7534717
MI0017433	0.6914802	0.5341491	0.5246006	0.5085561	1.063672	0.3998431	0.8302952	0.5210809	0.4443801	0.4504403	0.5716381	0.873373
MI0017434	0.9744091	0.921294	0.8894475	1.406337	1.167562	0.6342611	1.492143	0.2606745	0.7400544	1.068317	1.193169	1.556948
MI0017435	0.5120114	0.4761322	0.7692448	1.346442	1.010261	0.9775907	0.8597804	0.7526566	0.3708749	0.7587759	0.7060673	1.325006
MI0017436	0.4784513	0.3274269	0.1515723	1.17459	0.7457505	0.4112048	0.5535252	0.4038624	0.6918608	0.08242732	0.3403204	0.2746693
MI0017437	0.6199713	0.4153639	1.124333	0.8868209	1.322407	0.6148045	0.6897674	0.2074575	0.5229719	0.2631	0.6620678	0.4181179
MI0017438	0.6702799	0.9284114	0.6594864	0.886821	0.9111344	0.5763767	0.9622439	0.5481151	1.13063	0.3071414	0.494506	0.6456031
MI0017439	0.9572479	0.9506074	0.9820242	1.836617	0.9344207	0.634261	0.6997133	0.6288258	0.6114377	1.129221	0.69263	0.8278705
MI0017440	1.063412	0.5968168	0.7442122	0.9293337	0.8885626	0.5361943	0.590855	0.3466425	0.4464339	-0.004225373	0.7108151	1.079916
MI0017441	0.4499346	0.4588943	0.4569102	1.527423	1.093761	0.7435966	0.6997134	0.4403221	0.3722046	0.4286722	0.405744	0.398826
MI0017442	0.6540028	0.4133841	0.5824592	1.052539	0.648046	0.3499506	0.5531397	0.2721834	0.1361468	0.2783027	0.7486548	0.2807623
MI0017443	0.4402514	0.196685	0.4653074	1.527005	0.9551879	1.014981	1.143679	0.3207463	0.6675791	0.7836608	0.4970978	0.8720292
MI0017444	0.3135751	0.7945833	0.541271	1.399305	0.9100021	0.3878964	0.7226955	0.1830388	0.2198646	0.7017312	0.8883367	1.235906
MI0017445	0.510694	0.3332118	0.3264146	1.245201	0.9515674	0.3998431	0.9681979	0.1962649	0.7151716	0.8480719	0.5757807	0.9620285
MI0017446	0.611275	0.1275256	0.9367723	1.399305	0.648046	0.4337499	0.691017	0.3838043	0.5884739	0.598709	0.6483657	1.210602
MI0017447	0.9879868	0.5774078	0.4303569	1.836617	0.6575747	0.5825375	0.6853978	0.2878462	0.5982686	0.3218629	0.5371811	0.7157652
MI0017447	1.036984	0.6025785	0.6841956	1.836617	0.7157509	0.4017052	0.7703674	0.3990144	0.7690963	0.3777955	0.5953574	0.6905943
MI0017448	0.5546039	0.5260054	0.573752	0.5927638	1.480285	0.4270722	0.6986603	0.3271333	0.4401934	0.8415486	0.36062	1.187721
MI0017449	-0.1829905	0.3616544	0.4294806	1.444894	0.4764459	0.7812942	0.504576	0.2530467	0.325787	0.598709	0.4491048	0.2824269
MI0017450	0.8662345	0.653578	0.7337761	1.312534	1.21587	0.4044928	0.4543017	0.4148641	0.5143698	0.3295048	0.3035789	0.6890753
MI0017451	0.4584696	0.5907558	0.6182109	1.831724	0.6666585	0.3126029	0.7376497	0.2963635	0.5159996	0.5025718	0.4364262	1.112758
MI0017452	1.056774	0.3587878	0.4466938	1.122277	0.7647582	0.7166262	0.9350681	0.3403562	0.6687604	0.4551324	0.5100789	0.6024136
MI0017865	1.020417	0.6485868	0.2691677	0.9328291	0.9917424	0.5463064	0.7165411	0.2161566	0.5648841	1.246233	0.8885847	0.7366025
MI0017866	0.8132398	0.4414093	0.6963362	1.240606	1.081059	0.3308713	1.108883	0.2946159	0.6467447	0.7116592	0.6629391	0.6010613
MI0017867	0.9744091	0.5372423	0.4481254	1.107998	0.5140075	0.4011872	0.8713476	0.3938448	0.4286045	0.9154266	0.4848845	0.5565559
MI0017868	0.435164	0.444203	0.3745334	1.031392	1.062559	0.5318413	0.9622439	0.07343525	0.6021947	0.5937271	0.7128211	1.343088
MI0017869	0.7054456	0.1463667	0.6946521	1.513536	0.3249646	0.2697069	0.5616252	0.1219833	0.071601	0.3985675	0.465598	1.320755
MI0017870	0.8935117	0.590832	0.5973407	2.073421	1.121831	0.8136231	0.888586	0.5925896	1.038831	0.9021741	0.8021901	1.057341
MI0017871	0.4043311	0.5315546	0.4095977	0.6872408	1.033562	0.634261	0.661932	0.3585114	0.7026391	0.3948262	0.5978641	0.5169965
MI0017873	0.3260688	0.3160652	0.1262466	1.411559	0.8582975	0.6336272	0.7085901	0.1313342	0.2622352	0.006587744	0.3570435	0.6912282
MI0017874	0.3186768	0.2871332	0.1815294	0.9149048	0.9344208	0.5227731	0.5436356	0.2355413	0.4074534	0.2646402	0.3553534	0.9448819
MI0017875	0.6052153	0.6025786	0.6522295	2.170999	1.237445	0.887281	0.9755282	0.4370705	0.2888454	0.3517113	0.8515956	0.7690449
MI0017876	0.6080195	1.141559	0.2681825	0.5790697	0.8267084	0.6322476	1.191389	0.3084286	0.4644401	0.598709	0.3553534	0.7730401
MI0017877	0.6745937	0.3372914	0.7454108	1.31383	1.138463	0.5487868	0.5943627	0.1219833	0.5371152	0.7231292	1.476435	1.085504
MI0017878	0.2791075	0.5502154	0.3376073	0.893001	0.6480461	0.4060231	0.6882278	0.3810151	1.058599	0.6242331	0.5726242	0.4512661
MI0017879	0.974409	0.4181263	0.4352243	0.6484635	1.280125	0.6222323	0.8912483	0.5531617	0.2299621	0.5966355	0.3532798	0.8001268
MI0017932	0.5113285	0.8358868	1.1444	0.08985841	0.6424116	0.6442122	1.158702	0.1487736	0.6281534	0.8584262	0.6989279	0.8028589
MI0017976	0.4360064	0.5805069	0.5709584	0.3499242	1.37885	0.480506	0.6303368	0.2295292	0.5158889	0.7515706	0.5978525	1.07027
MI0017977	0.09750956	0.7200667	0.1954524	1.486786	1.040353	0.2666087	0.6962487	0.2039928	0.6676583	0.244868	0.2699502	1.027258
MI0017978	0.5171075	0.3592239	0.1469001	1.069617	1.163014	0.5918266	0.4141104	0.149146	0.4130251	0.5562745	0.2098421	0.8704503
MI0017979	0.7780378	0.5846224	0.9473391	0.7707142	0.9166032	0.6770455	1.573309	0.5227185	0.1159287	0.3071414	0.8443379	1.664301
MI0017980	0.7966291	0.3890834	0.4710566	0.9404948	0.7017198	0.6879348	0.8607016	0.1042447	0.2997713	0.2932517	1.069061	0.7442682
MI0017981	0.500543	0.1389347	0.4521345	1.550533	0.4403304	0.609793	0.6070487	0.7438177	0.6671169	0.7029324	0.5065814	0.6643726
MI0017982	0.2374702	0.5809027	0.7381438	0.8082379	1.495797	0.4448684	1.147183	0.4370456	0.4325368	0.4934083	0.751069	0.4012998
MI0017983	0.5530316	0.8806522	0.7242573	1.089135	1.186841	0.6024993	1.086364	0.3607466	0.5142797	0.6937915	0.5251763	0.7595894
MI0018001	1.193277	0.9117041	0.2052145	1.704851	1.097788	0.634261	1.679038	0.3925007	0.8250144	0.5240925	0.3553534	0.9997199
MI0018002	0.6199714	0.6150361	0.6690209	0.886821	1.237445	0.8248945	0.7595565	0.4293025	0.778523	0.552783	0.6350335	1.274794
MI0018003	0.2468801	0.547256	0.5872549	0.671239	0.3949847	0.3026766	0.6001466	0.1483343	0.2295259	0.07427442	0.3566206	0.2867921
MI0018165	0.5848697	0.9122648	0.8868874	0.7068811	1.005003	0.8433573	0.9973456	0.2425592	0.33118	0.07962197	0.5094191	0.9097803
MI0018166	0.6195195	0.5864447	0.3380592	1.533076	1.237897	0.512534	0.6992615	0.2067913	0.4984798	0.3627331	0.5053694	0.3706089
MI0018167	1.267393	0.2217652	0.7185003	0.7237936	0.9651263	0.5082532	0.6255475	0.3992442	0.3440624	0.7509838	0.4311815	0.7605167
MI0018168	0.4357814	0.1857696	0.4788822	1.076363	0.4907961	0.5039654	0.5694178	0.5441138	0.3855933	0.4684134	0.4288238	0.7876319
MI0018169	0.6199713	0.3160652	0.3428974	0.180441	0.7055542	0.4473589	0.7472292	0.2549733	0.2203253	0.9799521	0.3553534	0.655515
MI0018170	0.778538	0.2766172	0.3576735	0.9052565	0.9516693	0.2900308	0.8294655	0.2109618	0.5158889	0.5248359	0.5180621	0.7106607
MI0018171	0.6163784	0.5024449	0.6055849	0.2969656	1.074183	0.5862228	0.6961205	0.2058088	0.381142	0.1907393	0.5228221	0.6629749
MI0018172	0.5618876	0.6025786	0.1466765	1.942177	0.626626	0.2923366	0.8464447	0.3687073	0.5033301	0.4829098	0.6266479	0.5462851
MI0018173	0.3384134	0.3638855	0.1166736	0.3770776	0.7047815	0.6820813	0.6220917	0.3629504	0.001376539	0.3690698	0.5065101	0.6206937
MI0018174	0.830235	0.6025786	0.9028655	0.9699861	1.091413	0.02846342	0.6660844	0.3000278	0.4422992	0.5134673	0.5620146	0.6017191
MI0018175	1.141075	0.6185904	0.6090419	0.5929974	0.9081883	0.6080285	0.4971708	0.5925897	0.5158889	0.06080806	0.581578	0.7097696
MI0018176	0.08586091	0.6254826	0.4044457	1.559098	0.8429046	0.3710966	0.7575117	0.3667202	0.3222615	0.3300455	0.5528767	0.3673556
MI0019110	0.7293794	0.8490869	0.6091778	0.7344887	0.648046	0.5613521	1.015914	0.2197918	0.2443698	0.4460763	0.3553534	0.9448819
MI0019111	1.001588	0.7737952	0.8712382	0.4616868	0.7958021	0.6899163	1.072018	0.2994022	0.5430677	0.4619818	0.6983585	1.245178
MI0019112	0.5354992	0.4543633	0.3702365	0.244912	0.6655371	0.3498685	0.5120307	0.123396	0.1822807	0.3071415	0.1660189	0.6408395
MI0019113	0.6199713	0.4127913	0.3635244	0.3499242	1.237445	0.634261	1.240517	0.3387001	0.2619993	0.408052	0.8679965	0.7466384
MI0019114	0.6032728	0.2993666	0.5947706	0.8976017	0.650488	0.3998431	0.2959223	0.3925007	0.2320355	0.6094897	0.4096256	0.4544226
MI0019115	0.974409	0.3397374	0.5683854	0.886821	0.9451009	0.696898	0.4558207	0.3925007	0.9798501	0.3229147	0.7732348	0.6098238
MI0019116	0.766156	0.4744317	0.6921396	0.886821	0.9426525	0.426008	0.6997134	0.1246569	0.02378255	0.6261867	0.3650549	0.5027099
MI0019117	0.4552402	0.3913026	0.208379	0.8583598	0.703238	0.4695299	0.9477472	0.1789963	0.307273	-0.1162348	0.4179131	0.7801508
MI0019130	1.341559	1.170025	3.363581	1.671893	1.495056	0.8872809	1.305345	0.7385641	0.8148669	0.897687	2.682097	2.356035
MI0019131	0.1862206	0.6919639	0.6023918	0.5445675	0.2483247	0.5084859	0.4558207	0.2006716	0.2320356	0.9140112	0.3553308	0.8852376
MI0019133	0.7669975	0.6025786	0.272492	0.495863	0.8693056	0.634261	0.6028469	0.2611521	0.605244	0.5230532	0.3032556	0.3838638
MI0019134	0.2134737	0.3892932	0.7009436	1.013657	1.01783	0.5082316	0.8851245	0.5583266	0.3127764	0.4155299	0.4471191	0.6563973
MI0019135	0.5820274	0.1100221	0.6054329	0.6271271	1.178536	0.6401661	0.4525986	0.5336801	0.5189457	0.6017658	0.5788375	0.9820287
MI0019136	0.5557771	0.4850568	0.6091778	1.28642	1.07633	0.7395383	0.5868287	0.4314743	0.7069272	0.473977	0.7011425	0.5730726
MI0019137	0.4324926	0.3160652	0.8580608	1.700164	1.54892	0.700702	0.5321732	0.5344003	0.275082	0.598709	0.7894473	0.6665051
MI0019138	0.9237188	0.3532246	0.6236128	0.5848021	1.005226	0.9967916	0.6906986	0.287618	0.5194772	0.6054255	0.7130173	0.4544227
MI0019139	0.9744091	0.1507539	0.1689233	0.6558812	0.662644	0.5326681	1.240517	0.5925897	0.6557651	0.6830715	0.5830874	0.8598784
MI0019140	0.974409	0.9306065	0.6052176	0.8893782	0.9344208	0.4024003	0.73943	0.2576051	0.4788651	0.3071415	0.5757807	0.9223194
MI0019140	1.037176	1.05576	0.667984	0.886821	0.993227	0.3998432	0.7883065	0.3150371	0.3122205	0.3728047	0.6385472	0.9448819
MI0019141	0.9068726	0.9905549	0.2193686	1.111063	0.9217786	0.8584527	0.7526468	0.6092465	0.7326347	0.6382703	0.6957886	0.6786144
MI0019142	0.3712022	0.9905465	1.033796	1.23343	1.507123	0.8833678	0.8024293	0.5886765	1.135905	0.9140112	0.6437349	0.9661813
MI0019143	0.291078	0.4853696	0.4780742	0.4903913	1.070451	0.5170521	0.5448439	0.298614	0.6032315	0.1776634	0.05857545	0.5733854
MI0019144	0.6199713	0.3265613	0.5600152	0.1159327	0.3667164	0.4002694	0.7102095	0.1914795	0.3618695	0.4446896	0.4076236	0.4490041
MI0019145	0.5007415	0.1968353	0.6324144	0.6061887	0.9576573	0.6574976	0.6837233	0.08822763	0.4067672	0.9571197	0.7198876	1.105829
MI0019146	1.024652	1.097114	0.7422876	0.5281175	0.8223951	0.6026679	0.6681203	0.4411895	0.4397583	0.2708798	0.3817091	0.6590012
MI0019148	0.2257317	0.4421644	0.735277	0.9646486	0.5087936	0.08420441	0.5819199	0.3335567	0.1059364	0.400924	0.3137732	0.5805218
MI0019149	1.150325	0.7211796	1.358628	1.399305	0.9344207	0.634261	0.8991389	0.4774829	0.8147745	0.4611376	1.146658	1.432856
MI0019150	0.6332759	0.323071	0.5736667	1.210274	0.9161764	0.4452302	0.4911762	0.2564132	0.5685232	0.5848125	0.06290406	0.6905944
MI0019151	0.5704122	0.2593903	0.5420569	0.5543739	0.8848616	0.7802135	0.4564387	0.3925008	0.4364852	0.3071415	0.4687133	0.5835269
MI0019152	0.5935217	0.3160652	0.5642183	0.5141404	1.298952	0.634261	0.4746434	0.09801632	0.6801051	0.6428504	0.5889572	0.4544227
MI0019152	0.3945636	0.1087413	0.6091778	0.5151465	1.322168	0.6562295	0.4632009	0.1212319	0.6811112	0.6283739	0.5886195	0.4402402
MI0019280	0.5141885	0.6015534	0.7922926	0.886821	1.018691	0.6431541	0.3155847	0.3122066	0.2582735	0.1259033	0.2515544	0.6375374
MI0019281	-0.0005681515	0.3926855	0.7564499	0.3577788	0.6572969	0.5123938	0.707568	0.06104201	0.5158889	0.160726	0.9226455	0.5687271
MI0019281	0.06805527	0.3925432	1.212919	1.024166	0.6148773	0.8363917	0.9920405	0.112987	0.8244489	0.1632442	0.5978781	0.5512844
MI0019282	0.984875	0.3243334	0.3353609	0.9017309	0.648046	0.6447269	0.7146233	0.2074575	0.2469455	0.6136189	0.5862467	0.7215811
MI0019283	0.1650842	0.4094464	0.7490137	0.7040508	0.8104103	0.7617722	0.5742046	0.2741169	0.1065268	0.7610733	0.3148265	0.826498
MI0019284	0.2975997	0.5520984	0.3553624	0.9580876	0.5606359	0.8637152	0.5637074	0.3522899	0.1876341	0.5365956	0.5379243	0.4165663
MI0019285	0.1180946	0.3160652	0.6956255	0.4764415	0.648046	0.3698358	1.002307	0.2939053	0.1007404	0.4075833	0.5849918	0.6710571
MI0019287	0.7210461	0.3648852	0.7825006	0.5466826	0.8367651	0.634261	0.846206	0.4143705	0.7228019	0.3071415	0.2576978	0.4335961
MI0019288	0.6557817	0.4201292	0.6091778	1.425721	0.6713763	0.5193285	1.022465	0.5119861	0.3394118	0.74251	0.2719476	0.8196113
MI0019288	0.7769635	0.3160652	0.5994648	1.515074	0.5622942	0.5794428	0.9622439	0.5290515	0.4009618	0.6106106	0.289013	0.8811613
MI0019289	0.7477901	0.4716194	0.3537577	1.381537	0.5105132	0.7620798	0.9894279	0.3262235	0.4981211	0.7904406	0.4831722	0.7186602
MI0019291	0.1223234	0.4775882	0.2259799	0.9046574	0.648046	0.3149787	1.05356	0.08246711	0.3627816	0.3249778	0.4466695	0.5435951
MI0019292	0.6657438	0.746911	0.7268949	0.7980992	1.052138	0.5985358	0.7434557	0.3925007	0.633606	0.8252894	0.7696565	0.9886242
MI0019293	1.432476	0.4741418	0.3269807	0.8467592	0.894359	1.053761	0.7906306	0.3885062	0.6203654	0.5880825	0.535719	0.7815116
MI0019293	0.09630716	0.9081519	0.3950935	0.886821	0.8115699	1.154369	0.996527	0.5917603	0.8004911	0.598709	0.573235	1.214121
MI0019294	0.8678627	0.8375767	0.3745067	0.6349108	1.128986	0.485542	0.5605049	0.6403921	0.4965351	0.3640595	0.7703457	0.702314
MI0019295	0.2905931	0.5846627	0.3196914	0.6822573	1.287772	0.2291542	0.6997135	0.3745849	0.4952388	0.6490362	0.1396556	0.5831543
MI0019296	0.5140216	0.3160652	0.6759149	0.5733528	0.7180595	0.3758702	0.6792492	0.4630404	0.2900623	0.4978457	0.8165796	0.9474343
MI0019297	0.5076128	0.1547099	0.2474117	0.8464351	0.8311728	0.303321	0.6389474	0.2801422	0.2574747	0.5021869	0.4634222	0.6123142
MI0019298	0.5076128	0.1547099	0.2474117	0.8464351	0.8311728	0.303321	0.6389474	0.2801422	0.2574747	0.5021869	0.4634222	0.6123142
MI0019299	0.6199713	0.3920451	0.9028655	0.6657268	0.6520969	0.6767475	0.9581929	0.2074575	0.8244489	0.5275687	0.9979207	1.006397
MI0019300	0.974409	0.3064254	0.3418295	0.6065434	0.8459004	0.8418375	0.4827991	0.2931281	0.2320356	0.646663	0.3553534	0.4934568
MI0019301	0.7207237	0.5495169	1.184294	1.346243	0.5797741	0.5005955	0.4688963	0.6056652	0.332788	0.5011017	0.5757808	0.7475083
MI0019302	0.196137	0.4937044	0.5894834	0.4367794	1.252542	0.3998431	0.9515896	0.3250387	0.4096748	0.3071415	0.5990109	0.7062988
MI0019303	1.181343	0.3144066	0.9028654	1.668969	0.6608368	0.8812273	0.6997133	0.2202483	0.7753549	0.5666074	0.8213943	0.6905943
MI0019304	0.4030319	-0.06897342	0.3484616	1.451763	0.9344208	0.4523019	0.9515424	0.3925007	0.3619472	0.6511679	0.6142948	0.8030332
MI0019305	0.5431868	0.5586374	-0.09769541	0.9643409	0.9115622	0.5357442	0.3405344	0.114029	0.5158889	0.4708432	0.6079471	0.6969949
MI0019306	0.3917755	0.4344182	0.6696399	1.166079	0.7011952	0.4010354	1.019948	0.5276921	0.5158889	0.8330427	0.4379815	0.7767215
MI0019307	0.4495947	0.3120525	0.6486902	0.5089259	1.006769	0.2825223	1.001756	0.2034448	0.588237	0.6382214	0.8535396	0.849596
MI0019308	0.6199713	0.3160652	0.2943693	0.5839909	0.6861151	0.4338906	0.2693835	0.0833391	0.4368848	0.3071415	0.3934225	0.8056027
MI0019309	0.4804128	0.6240698	0.6223156	0.886821	0.743449	0.5918107	0.991658	0.02412707	0.2661676	0.420015	0.4028309	0.6905944
MI0019310	0.685349	0.7694033	0.4733925	1.300458	1.441015	0.002319157	0.9608442	0.2007337	0.6942129	0.6780528	0.5938972	0.978572
MI0019311	0.6341084	0.6167157	0.5155088	0.9149978	0.6621831	0.5755962	0.7138505	0.0822885	0.3231261	0.598709	0.517116	0.4685597
MI0019312	0.5719944	0.6846046	0.6091777	1.767844	1.017216	0.839304	0.793238	0.1594806	0.598684	0.1780611	1.168887	1.21495
MI0019313	0.7257867	0.4218806	0.7711524	1.268067	0.9344208	0.8129673	0.861688	0.3155852	0.6217043	0.656436	0.5017567	1.188403
MI0019314	0.7583439	0.2518318	0.7560217	1.531653	1.024507	0.5321919	0.9288711	0.2222362	0.2042432	0.3826438	0.1672409	0.7980381
MI0019315	0.2568338	0.4753134	0.7684261	0.8910564	0.9386562	0.6300256	1.114442	0.2113709	0.2359489	0.6709743	0.4497063	0.9448819
MI0019316	0.7478549	0.3160651	0.535859	0.8868209	1.237445	0.6587567	0.6997133	0.3773322	0.4457501	0.520856	0.5536052	0.932633
MI0019412	0.1695096	1.007848	0.3376072	0.6273885	0.8259784	0.8643859	0.4388801	0.315778	-0.02739692	0.5814952	0.776532	0.9224214
MI0019593	0.6199713	0.3160652	0.2943693	0.5839909	0.6861151	0.4338906	0.2693835	0.0833391	0.4368848	0.3071415	0.3934225	0.8056027
MI0019797	0.5938275	0.9124139	0.8162432	1.456036	0.5897598	0.6069084	0.9622439	0.4145228	0.8467854	0.3725294	0.2969626	0.6614879
MI0020340	0.4566385	0.837175	0.4790497	1.56535	0.5393516	0.443245	0.5048662	0.01153308	0.0003588498	0.2076783	0.4318127	0.9496067
MI0020345	0.5016212	0.3634677	0.6552145	0.9328576	1.060703	0.7479447	0.8684774	0.546553	0.2513905	0.3595981	0.5651188	0.6399897
MI0020346	0.6148252	0.380873	0.2495941	0.8787795	1.01574	0.9890472	0.6026601	0.3912951	0.5049521	0.4068666	0.5677393	0.9448819
MI0020347	0.8690704	0.05494058	0.3376072	0.3128724	0.711126	0.3609617	0.4558207	0.2522622	0.2320356	0.3174003	0.3969741	0.6008909
MI0020348	0.6199713	0.01999843	0.7134935	0.886821	0.6857401	0.634261	0.9011241	0.2074575	0.7242149	0.5154674	0.07038176	0.4419137
MI0020349	1.058436	0.4147788	0.5251468	1.074631	0.354004	0.6198593	0.9578047	0.4835382	0.4804448	0.405855	1.069061	0.789308
MI0020350	0.3311943	0.4638212	0.2314159	0.7247744	0.5349682	0.4878284	0.8410642	0.3399693	0.6624023	0.1758161	0.5031094	0.6021787
MI0020351	0.6156628	0.6731303	0.4145899	1.333672	0.4353147	0.6721194	0.7118555	0.2348771	0.4942126	0.3449999	0.5757808	0.7284528
MI0020352	0.5150784	0.527427	0.1191129	0.886821	0.7254307	0.4164301	0.7373618	0.2451059	1.047648	0.8719922	0.3546966	0.5318074
MI0020353	1.050915	0.3160652	0.4292473	0.703402	1.010927	0.3670327	0.4571929	0.2081436	0.6509238	0.09729314	0.1531483	0.6912805
MI0020354	0.1786242	0.4727012	0.3580583	1.644228	0.8160957	0.5678928	0.6019997	0.3945044	0.4190824	0.1967207	0.523403	0.6701433
MI0020355	0.6966341	0.7424916	0.6091778	1.042164	0.6554554	0.5877705	1.001522	0.3925008	0.519924	0.5873337	0.8140272	0.8785217
MI0020356	0.6194882	0.2294574	0.5893503	1.061338	0.747384	0.5475433	0.4628232	0.4374475	0.7377312	0.598709	0.7270023	0.4539396
MI0020357	0.8044482	0.8284019	0.3276087	0.4489774	1.26735	0.5175306	0.7987665	0.2074575	0.4623429	0.3071414	0.706955	1.043935
MI0020358	0.6637688	0.5194495	0.6101398	1.069725	0.9353828	0.3530964	0.9622439	0.2074575	0.3473989	0.6065396	0.5256379	0.6915564
MI0020359	0.6199713	0.7355095	0.7242289	1.087012	1.372015	0.5032081	0.8147644	0.3225085	0.7272245	0.7551606	0.8505423	0.7869765
MI0020360	0.8525658	0.435561	0.2974224	0.6429377	0.648046	0.6384129	0.7237499	0.2631281	0.7237912	0.2742274	0.3790812	0.4544227
MI0020361	0.5673987	0.3952809	0.4517867	1.47534	0.648046	0.4495406	0.7177314	0.3721717	0.6397285	-0.1381652	0.6293068	0.7601615
MI0020362	0.6789102	0.4190013	0.23084	0.8064829	0.4371093	0.2923049	0.7541283	0.1271194	0.2630836	0.4152137	0.7336891	0.3740845
MI0020363	0.5654603	0.6053349	0.889243	0.639797	0.6508024	0.5122076	0.7152199	0.007049799	0.6282535	0.5820087	0.6554192	0.239594
MI0020365	0.3295143	0.3191543	0.08952016	0.5733048	0.6869673	0.6847992	0.7253202	0.3790565	0.2815035	0.5756218	0.4048213	0.5038906
MI0020366	6.047226	0.5247147	0.8485168	1.745123	1.831298	0.8735999	1.204264	0.2861364	0.7552279	2.248712	1.096406	1.497329
MI0020367	1.550456	0.1631728	0.169772	0.7296723	1.139965	0.4862901	0.6641463	0.1854177	0.5263514	0.4464969	0.5757807	0.7755446
MI0021258	0.7952543	0.7638065	0.2239478	0.5252072	1.131227	0.8146855	0.6997135	0.07384121	0.4859779	0.1735252	0.6804109	0.6512289
MI0021259	1.584399	1.021749	0.525825	1.181738	1.15442	0.669714	1.122247	0.4274572	1.271455	0.844067	0.7957804	1.566911
MI0021260	0.8708476	0.2125037	0.4961857	1.32454	0.9403332	0.1842327	0.9935508	0.3287963	0.7764369	0.3339202	0.5914342	0.4834655
MI0021271	0.6506369	0.1853512	0.4842253	0.5629149	0.2519805	0.1995454	0.9127041	0.3608233	0.4450262	0.7832972	0.6890746	0.4597819
MI0021272	0.5517581	0.8026069	0.634939	0.4581281	0.9695188	0.8342894	0.8079173	0.4074858	0.3240429	0.528264	1.4299	1.214951
MI0021273	0.2224669	0.2858302	0.861806	0.3499242	0.9257398	0.6153647	0.6910324	0.3925007	0.2051127	0.538031	0.5551202	0.6836128
MI0021274	0.05834472	0.6519933	0.7949267	0.9375075	1.28686	0.4925496	1.05495	0.2693296	1.245046	0.642228	0.6684873	0.8217108
MI0021275	0.9070917	0.8450966	0.8393778	0.859602	0.8671035	0.8518821	0.6997133	0.6101218	0.8958234	0.8163301	0.79819	0.7619687
MI0021276	0.7605293	0.3704622	0.661127	1.185425	1.156881	0.5648478	0.7483641	0.2840571	0.6117628	0.8590159	0.5015225	1.001071
MI0021277	0.5132275	0.3160652	0.5299927	0.5009481	0.5413022	0.5495097	0.7783973	0.2074575	0.6666386	0.6735423	0.50502	0.654147
MI0021277	0.6100391	0.3160652	0.53135	0.5023054	0.7990699	0.5522243	0.6897812	0.2074575	0.6666386	0.6748996	0.404169	0.4444905
MI0021278	0.2614046	0.1333954	0.3376072	0.8836104	0.7517509	0.9040883	0.5170436	0.4772848	0.5430145	0.598709	0.4222894	0.6634474
MI0021279	0.6199713	0.3160652	0.7283911	1.201005	1.53584	0.5190564	0.9160011	0.3266708	0.4409783	0.7179223	1.042536	0.6775146
MI0021472	1.005593	0.6337624	0.827477	0.3499242	0.6792299	0.83302	0.8313878	0.5501453	0.7820045	0.5233206	0.5480507	0.6684156
MI0022209	0.3984717	0.1303659	0.01111025	0.4514349	0.2637243	0.3214332	0.5573313	0.08848733	0.5438137	0.4150201	0.1524622	0.6114634
MI0022210	0.5908853	0.3461671	0.6459743	0.8226292	0.9635909	0.3778496	0.6781695	0.5710458	0.5675578	0.3418178	0.4527544	0.9233379
MI0022211	1.341559	0.5975301	1.495403	1.311049	1.153129	0.6185511	0.5623941	0.5038332	0.427633	-0.04712361	0.7252707	0.6731308
MI0022212	0.2817788	0.7554233	0.5869436	1.136157	0.7200751	0.8835974	0.8525581	0.2794866	0.3848803	0.5570308	1.018002	0.6066893
MI0022213	0.0211153	0.6321166	0.7901907	0.8825015	0.5221745	0.8567553	0.9332474	0.3469375	0.2015099	0.6199878	0.7152607	0.5359726
MI0022214	0.3560983	0.6485409	0.6389924	0.6229479	0.7545644	0.370388	0.4358404	0.2126444	0.2520159	0.05244082	0.3732119	0.4862347
MI0022215	0.6199714	0.448072	0.7483589	1.086099	0.6480461	0.2453365	1.214196	0.1494159	0.6699424	0.4734892	0.4946571	0.7051843
MI0022216	0.287056	0.3366357	0.3350438	0.7793993	0.9549913	0.651994	1.207918	0.2173035	0.2320356	0.616442	0.2903698	0.4749932
MI0022217	0.5471174	0.2904319	0.6857356	0.6064485	1.249748	0.2594026	0.5402457	0.5669565	0.5281919	0.3194445	0.5614232	0.8413881
